direccion,Patron
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 51 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 52 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 53 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 54 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 55 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 56 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 57 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 58 SEMISOTANO.,6
CARRERA 7S  -76-46 B/ ALFONSO LOPEZ PUMAREJO III ETAPA,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 59 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 60 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 61 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 62 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 63 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 64/65 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 66/67 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 68/69 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 70 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 71 SEMISOTANO.,6
CARRERA 24  10-A-13,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 72 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 73 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 74 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 75 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 76 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 77 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 78 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 79 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 80 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 81 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 82 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 83 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 84 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 85 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 86/67 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 86/87 SEMISOTANO,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 88/69 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 88/89 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 90 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 91 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 92 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 93 SEMISOTANO.,6
CALLE 44  6-A-81 URB.  LAS DELICIAS ,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 94 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 95 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 96 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 97 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 98 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 99 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 100 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 101 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 102 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 103 SEMISOTANO.,6
CARRERA 23B  28-24 URB.SANTA MONICA POPULAR,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 104 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 105 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 106 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 107 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 108 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 109 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 110 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 111 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 112 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 113 SEMISOTANO.,6
CARRERA 55  6-A-23 URB. NUEVA TEQUENDAMA TERCERA ETAPA.,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 114 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. PARQUEO 115 SEMISOTANO.,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 101,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 102,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 103,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 201,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 202,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 203,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 204,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 205,6
CARRERA 18  -19-65  ACTUAL NOMENCLATURA,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 206,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 301,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 302,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 303,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 304,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 305,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 401,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 402,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 403,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 404,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 405,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 501,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 502,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 503,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 504,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 601,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 602,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 603,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 604,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 701,6
CARRERA 44A  14-A-26,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 702,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 703,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 704,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 801,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 802,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 803,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 804,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 901,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 902,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 903,6
CALLE 38  11-C-18  HOY LOTE EN EL TRONCAL,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 904,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1001,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1002,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1003,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1004,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1101,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1102,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1103,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1104,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1201,6
CARRERA 60  3-32 CASA Y LOTE CALLES 3 Y 4,8
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1202,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1203,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1204,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1301,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1302,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1303,6
CARRERA 114  16B-156 PORTERIA 1. EDIFICIO  MATISSE   P.H. APARTAMENTO 1304,6
CARRERA 46 NUMERO 45-52  -APARTAMENTO 101 PRIMER PISO  DEL EDIFICIO MULTIFAMILIAR ORREGO P.H BARRIO MARIANO RAMOS,8
CARRERA 46 NUMERO 45-52  -APARTAMENTO 201 SEGUNDO PISO  DEL EDIFICIO MULTIFAMILIAR ORREGO P.H BARRIO MARIANO RAMOS,8
CARRERA 46  -45-50  APARTAMENTO 202,8
CARRERA 46 NUMERO 45-52  -APARTAMENTO 202 SEGUNDO PISO  DEL EDIFICIO MULTIFAMILIAR ORREGO P.H BARRIO MARIANO RAMOS,8
CARRERA 2A  49-83,8
CALLE 71A - 1H-111,8
CALLE 20  11B-33 KRAS 11B Y 11D B/SUCRE,8
LOTE 24  MZ. 3 URB.  CHAPINERO ,8
CALLE 3A  70-75,8
CALLE 10A  71-06  URB. EL LIMONAR,8
CALLE 71 -7M-BIS-66,8
CALLE 30  -11D-08  ACTUAL NOMENCLATURA,8
DIAGONAL 32-B  36-72,8
LOTE 28  MZ. 52 URBANIZACION SAN LUIS.,8
LOTE 28  MZ. 52 URBANIZACION SAN LUIS.,8
CALLE 12AN  6-22 EDIFICIO  LOS EDIFICIOS  APARTAMENTO 701 BLOQUE 1.,8
CARRERA 47A  12-49 CASA,8
CARRERA 47A  12-49 CASA,8
CALLE 5B  25-33 B/SAN FERNANDO,8
CARRERA 7E  -73-11  ACTUAL ,8
CARRERA 6  42-64 URB.LAS DELICIAS,8
LOTE  DE TERRENO Y CASA DE HABITACION CARRERA 31A  -9C-36 BARRIO CHAMPAGNAT  ACTUAL ,8
CARRERA 12C 42-47 URBANIZACION CHAPINERO,8
CARRERA 12C 42-47 URBANIZACION CHAPINERO,8
CARRERA 47C  -40-86.,8
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 63. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 63. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 64. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 64. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 65. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 66. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 66. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 67. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 68. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 68. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 69. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 70. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 70. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 71. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 72. SOTANO 1.,5
CARRERA 37  29-61 URB.  LA FORTALEZA  3 ETAPA HOY: KRA. 33.,8
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 73. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. PARQUEO 74. SOTANO 2.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO PARQUEO 74. SOTANO 2.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 101.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 102.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 102.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 103.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 104.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 105.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 201.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 202.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 203.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 204.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 205.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 206.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 206.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 207.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 208.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 208.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 301.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 302.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 302.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 303.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 303.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 304.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 305.,5
CARRERA 1A  CLLES. 30 Y 31 B/SANTANDER HOY 30-18.,8
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 306.,5
CALLE 1B  -55-25 EDIFICIO RESERVA DEL RIO,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 307.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 308.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 308.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 401.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 401.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 402.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 403.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 403.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 404.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 404.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 405.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 406.,5
CALLE 19  -28-52  ACTUAL ,8
CALLE 19  -28-52 BLOQUE 3 APTO 304  CONJ. RES. Y COMERCIAL SANTA ELENA,8
EL OASIS,8
CRA. 3 NO. 11-32 ALMACEN NO. 13 EDIFICIO EDMOND ZACCOUR 2 PISO HOY EDIFICIO  EDMOND ZACCOUR  PROPIEDAD HORIZONTAL  OFICINA LOCAL 213.-,8
TRANSVERSAL 15  D-27/11/17/21/25/29/31/33/37/41/45/49 Y D-27/57,8
TRANSVERSAL 15  D-27/11/17/21/25/29/31/33/37/41/45/49 Y D-27/57,8
AVENIDA 5 O 11-30  -30 BARRIO TERRON COLORADO,8
CARRERA 24D  41-99 LOTE BARRIO EL RODEO.,8
LOTE 35  MANZ.G,8
LOTE Y CASA DE HBITACION DE 2 PLANTAS KRA. 26J  -44-40,8
LOTE Y EDIFICIO BORRERO  -11 G-62 /66 CALLE 28  2 APARTAMENTOS -PROP. HORIZONTAL,8
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 407.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 407.,5
LOTE Y CASA DE HABITACION KRA. 21  -10-69,8
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 408.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 408.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 501.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 501.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 502.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 503.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 503.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 504.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 504.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 505.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 505.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 506.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 507.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 507.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 508.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 601.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 601.,5
CALLE 12  13-36/38,14
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 602.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 603.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 603.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 604.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 605.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 605.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 606.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 607.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 608.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 701.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 701.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 702.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 702.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 703.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 703.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 704.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 705.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 705.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 706.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 707.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 707.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 708.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 708.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 801.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 802.,5
CALLE 1 B  55 B-25 EDIFICIO RESERVA DEL RIO - PROPIEDAD H. APARTAMENTO 803.,5
CALLE 1B 55-25 EDIFICIO RESERVA DEL RIO APARTAMENTO 803.,5
